0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,15,15,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,19,19,19,12,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,19,28,19,15,15,15,15,15,15,15,22,15,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,19,19,19,19,19,19,19,19,19,19,19,19,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27,19,19,19,19,19,12,0,11,19,19,19,19,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,15,15,15,19,19,19,19,19,19,12,0,11,19,19,19,19,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,11,15,15,15,15,12,0,11,19,19,19,19,19,19,19,27,19,19,12,0,11,19,19,19,19,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,11,19,19,19,19,12,0,11,19,28,19,27,19,19,19,19,19,19,12,0,11,29,29,29,29,29,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,11,19,19,19,19,12,0,11,19,19,19,19,19,19,19,19,19,19,12,0,11,29,29,29,29,29,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,11,19,19,25,19,12,0,11,19,19,19,19,27,19,19,27,19,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,11,19,19,19,19,12,0,11,19,19,19,19,0,11,19,19,19,12,0,11,15,15,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,11,19,19,19,19,12,0,11,19,19,19,19,0,11,19,19,12,0,0,11,19,19,19,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,11,19,19,19,19,12,0,11,19,19,19,19,0,11,19,19,15,15,15,15,19,28,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,11,15,15,15,15,19,25,19,19,15,15,15,19,19,19,0,0,11,19,20,19,19,19,19,19,19,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,11,19,19,28,19,19,19,19,19,19,19,19,19,19,19,15,0,11,19,19,19,19,19,19,19,19,19,15,15,15,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,11,19,19,19,19,12,0,11,19,19,19,19,0,15,19,0,19,19,19,19,19,19,19,19,19,19,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,11,19,25,19,19,12,0,11,19,24,19,19,15,19,19,0,0,0,11,19,19,29,19,19,19,19,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,11,19,19,19,19,12,0,11,19,19,19,19,19,19,19,0,0,0,11,19,19,19,19,19,19,19,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,15,15,15,15,15,15,19,19,19,19,15,15,15,26,19,19,19,19,19,19,15,15,15,15,19,19,19,19,29,19,19,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,19,29,29,29,19,19,19,29,19,26,19,19,19,26,19,29,24,19,19,24,19,19,19,19,19,19,19,19,29,19,19,26,12,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,19,29,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,29,19,19,19,19,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,11,19,19,19,19,12,0,11,19,19,19,19,24,19,19,12,0,0,11,19,19,19,19,19,19,19,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,15,15,15,15,15,19,19,19,19,15,15,15,19,19,19,12,11,19,19,12,0,0,11,19,19,19,19,19,19,19,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,19,19,19,19,19,26,29,19,19,19,19,19,19,25,19,12,11,19,19,12,0,0,11,19,19,19,19,19,19,19,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,11,19,19,19,19,12,0,11,19,19,19,12,11,19,19,12,0,0,11,19,19,29,29,19,19,19,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,11,19,19,19,19,12,0,11,19,19,19,15,15,19,19,12,0,11,15,19,19,19,19,19,19,19,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,11,19,19,25,19,12,0,11,19,25,19,19,19,19,19,12,0,11,19,19,19,19,19,19,19,19,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,15,15,15,19,19,19,19,15,15,15,19,19,19,19,28,19,19,12,0,11,19,29,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,19,19,19,19,19,25,19,19,19,19,19,19,19,19,19,19,19,12,0,11,19,29,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,11,19,19,19,19,12,0,11,19,19,19,0,0,11,19,12,0,11,19,19,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4,4,4,0,0,11,19,25,19,19,12,0,11,19,25,19,0,0,11,19,12,0,11,19,19,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11,15,15,22,15,15,15,15,19,19,19,19,15,15,15,19,19,19,0,0,11,19,15,15,15,19,29,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
